Index,Name,Sport,Position,Height,Weight,Academic Year,Previous School,Year,Hometown,High School
15.0,Ryan Winkler,Soccer,F,6' 2'',182.0,Jr.,,2022,"Monroe, Conn. ", Masuk
16.0,Walker Gillespie,Soccer,F,6' 3'',185.0,Jr.,,2022,"Charlotte, N.C. ", Charlotte Country Day
17.0,Daniel Ittycheria,Soccer,F,6' 2'',170.0,Fr.,,2022,"Warren, N.J. ", Pingry
18.0,Sam Vigilante,Soccer,M,5' 11'',165.0,Fr.,,2022,"Charlottesville, Va. ", Western Abermarie
19.0,Will Travis,Soccer,M,5' 9'',155.0,Fr.,,2022,"Evanston, Ill. ", Evanston Township
20.0,Gabriel Duchovny,Soccer,M,6' 0'',165.0,Fr.,,2022,"Brooklyn, N.Y. ", Saint Ann's School
21.0,Ian MacIver,Soccer,D,5' 11'',165.0,Fr.,,2022,"Ellicott City, Md. ", Centennial
22.0,Whit Gamblin,Soccer,D,6' 1'',180.0,Jr.,,2022,"Burlington, N.C. ", Walter M. Williams
23.0,Lucas Gen,Soccer,D,6' 1'',170.0,Sr.,,2022,"Sacramento, Calif. ", CK McClatchy
24.0,Sully Atkin,Soccer,GK,6' 1'',180.0,Fr.,,2022,"Arlington, Va. ", Yorktown
25.0,Nico Nee,Soccer,F,5' 9'',165.0,So.,,2022,"Carrolton, Texas ", Summitt
26.0,James Wangsness,Soccer,M,6' 0'',165.0,So.,,2022,"San Jose, Calif. ", Los Altos
27.0,Issa Mudashiru,Soccer,D,5' 11'',175.0,So.,,2022,"Bethesda, Md. ", Landon School
28.0,Giuliano Fravolini Whitchurch,Soccer,D,6' 3'',185.0,Fr.,,2022,"San Diego, Calif. ", Point Loma
0.0,William Watson,Soccer,GK,6' 5'',215.0,Jr.,,2023,"Asheville, N.C. ", Carolina Day School
1.0,Khamari Hadaway,Soccer,GK,6' 1'',185.0,Jr.,,2023,"Alexandria, Va. ", Northfield Mount Hermon
2.0,Francis Akomeah,Soccer,D,6' 0'',160.0,Sr.,,2023,"Aurora, Colo. ", Colorado Academy
3.0,Jack Hunt,Soccer,M,6' 0'',170.0,So.,,2023,"Coronado, Calif. ", Coronado
4.0,Liam Beckwith,Soccer,M,6' 0'',170.0,Fr.,,2023,"San Diego, Calif. ", La Jolla
5.0,Harry Roberts,Soccer,F/D,5' 11'',155.0,Jr.,,2023,"Wellesley, Mass. ", Noble & Greenough
6.0,Kevin Kelley,Soccer,F,5' 9'',135.0,Fr.,,2023,"Dallas, Texas ", Homeschooled
,,Soccer,,,,,,2023,,
7.0,Logan Oyama,Soccer,M/F,5' 10'',165.0,Sr.,,2023,"Puyallup, Wash. ", Puyallup
8.0,Ian Nunez,Soccer,F,6' 2'',180.0,Fr.,,2023,"Miami, Fla. ", Doral Academy Charter
9.0,Nico Nee,Soccer,F,5' 10'',165.0,Jr.,,2023,"Carrolton, Texas ", Summitt
10.0,Daniel Ittycheria,Soccer,F,6' 2'',170.0,So.,,2023,"Warren, N.J. ", Pingry
11.0,Heyward Bryan,Soccer,M/F,5' 8'',150.0,Jr.,,2023,"Charlotte, N.C. ", Covenant Day
12.0,Will Francis,Soccer,F,6' 1'',165.0,So.,,2023,"San Diego, Calif. ", Mission Bay
13.0,Jack Jasinski,Soccer,M,6' 1'',185.0,So.,,2023,"Charlotte, N.C. ", YSC Academy
14.0,Ryan Winkler,Soccer,F,6' 2'',182.0,Sr.,,2023,"Monroe, Conn. ", Masuk
15.0,Walker Gillespie,Soccer,F,6' 3'',185.0,Sr.,,2023,"Charlotte, N.C. ", Charlotte Country Day
16.0,Bardia Hormozi,Soccer,M/F,5' 10'',160.0,Fr.,,2023,"Bethesda, Md. ", Walter Johnson
17.0,Sam Vigilante,Soccer,M,5' 11'',165.0,So.,,2023,"Charlottesville, Va. ", Western Abermarie
18.0,Will Travis,Soccer,M,5' 9'',155.0,So.,,2023,"Evanston, Ill. ", Evanston Township
19.0,Gabriel Duchovny,Soccer,M,6' 0'',165.0,So.,,2023,"Brooklyn, N.Y. ", Saint Ann's School
20.0,Spencer Fleurant,Soccer,F,6' 2'',185.0,Sr.,,2023,"Alta Loma, Calif. ", Damien
21.0,Ian MacIver,Soccer,D,5' 11'',165.0,So.,,2023,"Ellicott City, Md. ", Centennial
22.0,Whit Gamblin,Soccer,D,6' 1'',180.0,Sr.,,2023,"Burlington, N.C. ", Walter M. Williams
23.0,Sebastian Swary,Soccer,D,6' 2'',175.0,Fr.,,2023,"Columbus, Ohio ", Upper Arlington
24.0,Stephen Duncan,Soccer,D,6' 2'',170.0,So.,,2023,"Branchburg, N.J. ", Bernards
25.0,Andrew Samuels,Soccer,GK,6' 4'',180.0,Fr.,,2023,"Burlingame, Calif. ", Sacred Heart Prep
26.0,Sully Atkin,Soccer,GK,6' 1'',180.0,So.,,2023,"Arlington, Va. ", Yorktown
27.0,James Wangsness,Soccer,M,6' 0'',165.0,Jr.,,2023,"San Jose, Calif. ", Los Altos
28.0,Issa Mudashiru,Soccer,D,5' 11'',175.0,Jr.,,2023,"Bethesda, Md. ", Landon School
29.0,Giuliano Fravolini Whitchurch,Soccer,D,6' 3'',185.0,So.,,2023,"San Diego, Calif. ", Point Loma
0.0,George Abyad,Track and Field,Throws,,,Sr.,,2010,"Totowa, N.J.",
1.0,Mark Amirault,Track and Field,Distance,,,Sr.,,2010,"Walpole, Mass.",
2.0,Alejandro Arroyo Yamin,Track and Field,Distance,,,Fr.,,2010,"Leon, Mexico",
3.0,Jim Behot,Track and Field,Sprints,,,Sr.,,2010,"Morristown, N.J.",
4.0,Chris Bendtsen,Track and Field,Distance,,,Fr.,,2010,"Wolcott, Conn.",
5.0,Alec Bingaman,Track and Field,Javelin,,,Fr.,,2010,"Bedford, N.Y.",
6.0,Christian Birky,Track and Field,Distance,,,So.,,2010,"Glenn, Mich.",
,,Track and Field,,,,,,2010,,
7.0,William Brown,Track and Field,Distance,,,Fr.,,2010,"St. Paul, Minn.",
8.0,Donn Cabral,Track and Field,Distance,,,Jr.,,2010,"Glastonbury, Conn.",
9.0,Peter Callahan,Track and Field,Mid. Distance,,,So.,,2010,"Evanston, Ill.",
10.0,Ivan Charbonneau,Track and Field,Sprints,,,Jr.,,2010,"Kansas City, Kans.",
11.0,David Coneway,Track and Field,Pole Vault,,,Fr.,,2010,"Los Angeles, Calif.",
12.0,Thomas Dialynas,Track and Field,Distance,,,Jr.,,2010,"Newport Coast, Calif.",
13.0,Russell Dinkins,Track and Field,Mid. Distance,,,So.,,2010,"Philadelphia, Pa.",
14.0,Jason Dzuranin,Track and Field,Mid. Distance,,,Fr.,,2010,"Hamilton, N.J.",
15.0,Mike Eddy,Track and Field,Sprints,,,Sr.,,2010,"Asheboro, N.C.",
16.0,Michael Franklin,Track and Field,Distance,,,So.,,2010,"Mendham, N.J.",
17.0,George Galasso,Track and Field,Distance,,,So.,,2010,"Holmdel, N.J.",
18.0,Matt Gonzalez,Track and Field,Mid. Distance,,,So.,,2010,"Princeton, N.J.",
19.0,Austin Hollimon,Track and Field,Sprints,,,Jr.,,2010,"Decatur, Ga.",
20.0,Tom Hopkins,Track and Field,Sprints,,,Fr.,,2010,"Haverford, Pa.",
21.0,Derek Hynes,Track and Field,Pole Vault,,,Jr.,,2010,"Warrington, Pa.",
22.0,Omar Jarrett,Track and Field,Jumps,,,Fr.,,2010,"Miami, Fla.",
23.0,Max Kaulbach,Track and Field,Distance,,,Jr.,,2010,"Philadelphia, Pa.",
24.0,Ricky Kearney,Track and Field,Sprints,,,Jr.,,2010,"Danville, Calif.",
25.0,Tyler King,Track and Field,Distance,,,Jr.,,2010,"Lakeville, Minn.",
26.0,Dion Lehman,Track and Field,Jumps,,,Sr.,,2010,"Chambersburg, Pa.",
27.0,Brian Leung,Track and Field,Distance,,,Jr.,,2010,"West Windsor, N.J.",
28.0,Peter Maag,Track and Field,Distance,,,Jr.,,2010,"Lake Oswego, Ore.",
29.0,Kareem Maddox,Track and Field,High Jump,,,Sr.,,2010,"Oak Park, Calif.",
30.0,Nathan Mathabane,Track and Field,Mid. Distance,,,So.,,2010,"Portland, Ore.",
31.0,Garner McCloud,Track and Field,Jumps,,,Jr.,,2010,"Leechburg, Pa.",
,,Track and Field,,,,,,2010,,
32.0,Damon McLean,Track and Field,Jumps,,,Fr.,,2010,"St. Catherine's, Jamaica",
33.0,Brian Mills,Track and Field,Sprints,,,Fr.,,2010,"Edmond, Okla.",
34.0,Shane Molidor,Track and Field,Jumps,,,Fr.,,2010,"Downers Grove, Ill.",
35.0,Kyle O'Neil,Track and Field,Mid. Distance,,,Fr.,,2010,"Rockville Centre, N.Y.",
36.0,Michael Palmisano,Track and Field,Mid. Distance,,,So.,,2010,"Dresher, Pa.",
37.0,Patrick Park,Track and Field,Throws,,,Jr.,,2010,"Beachwood, N.J.",
38.0,Craig Pearce,Track and Field,Throws,,,Sr.,,2010,"Woonsocket, R.I.",
39.0,Alexander Pease,Track and Field,Sprints,,,Jr.,,2010,"Greenland, N.H.",
40.0,Brad Pelisek,Track and Field,Jumps,,,Fr.,,2010,"Mequon, Wis.",
41.0,Jason Reagor,Track and Field,Sprints,,,So.,,2010,"Los Alamos, N.M.",
42.0,Garrett Rowe,Track and Field,Distance,,,Fr.,,2010,"Mountain View, Calif.",
43.0,Evan Saitta,Track and Field,Pole Vault,,,Fr.,,2010,"Ponte Vedra Beach, Fla.",
44.0,Jordan Sawadogo,Track and Field,Sprints,,,Jr.,,2010,"Silver Spring, Md.",
45.0,Nilan Schnure,Track and Field,Sprints,,,Jr.,,2010,"Bethesda, Md.",
46.0,Tom Scott,Track and Field,Sprints,,,Fr.,,2010,"Lusby, Md.",
47.0,Isaac Serwanga,Track and Field,Jumps,,,Jr.,,2010,"Sacramento, Calif.",
48.0,Richard Sheldon,Track and Field,Hurdles,,,So.,,2010,"Baton Rouge, La.",
49.0,Dave Slovenski,Track and Field,Pole Vault,,,Jr.,,2010,"Brunswick, Maine",
50.0,Kashif Smith,Track and Field,Sprints,,,Jr.,,2010,"Philadelphia, Pa.",
51.0,Kyle Soloff,Track and Field,Distance,,,Sr.,,2010,"Rockaway, N.J.",
52.0,Sebastian Steffen,Track and Field,Sprints,,,So.,,2010,"Greifswald, Germany",
53.0,Joe Stilin,Track and Field,Distance,,,Jr.,,2010,"Milwaukee, Wis.",
54.0,Jake Taylor,Track and Field,Throws,,,Fr.,,2010,"Newport Habor, Calif.",
55.0,Adam Thayer,Track and Field,Hurdles,,,Sr.,,2010,"Paradise Valley, Ariz.",
56.0,Tyler Udland,Track and Field,Distance,,,Fr.,,2010,"Millburn, N.J.",
,,Track and Field,,,,,,2010,,
57.0,Trevor Van Ackeren,Track and Field,Mid. Distance,,,Jr.,,2010,"Bethlehem, Pa.",
58.0,Jonathan Vitez,Track and Field,Distance,,,Fr.,,2010,"Haddonfield, N.J.",
59.0,James Webb,Track and Field,Distance,,,So.,,2010,"Houston, Texas",
60.0,Michael Williams,Track and Field,Distance,,,Fr.,,2010,"Bellevue, Wash.",
61.0,Sean Wilson,Track and Field,Mid. Distance,,,Jr.,,2010,"Franklin, Ind.",
0.0,Tumi Akinlawon,Track and Field,Sprints,,,Fr.,,2011,"Ikeja, Lagos",
1.0,Alejandro Arroyo Yamin,Track and Field,Distance,,,So.,,2011,"Leon, Mexico",
2.0,Chris Bendtsen,Track and Field,Distance,,,So.,,2011,"Wolcott, Conn.",
3.0,Alec Bingaman,Track and Field,Javelin,,,So.,,2011,"Bedford, N.Y.",
4.0,Adam Bragg,Track and Field,Jumps,,,Fr.,,2011,"El Toro, Calif.",
5.0,Peter Bransfield,Track and Field,Sprints,,,Fr.,,2011,"Hopkinton, Mass.",
6.0,William Brown,Track and Field,Distance,,,So.,,2011,"St. Paul, Minn.",
,,Track and Field,,,,,,2011,,
7.0,Donn Cabral,Track and Field,Distance,,,Sr.,,2011,"Glastonbury, Conn.",
8.0,Peter Callahan,Track and Field,Mid. Distance,,,Jr.,,2011,"Evanston, Ill.",
9.0,Ivan Charbonneau,Track and Field,Sprints,,,Sr.,,2011,"Kansas City, Kans.",
10.0,David Coneway,Track and Field,Pole Vault,,,So.,,2011,"Los Angeles, Calif.",
11.0,Thomas Dialynas,Track and Field,Distance,,,Sr.,,2011,"Newport Coast, Calif.",
12.0,Russell Dinkins,Track and Field,Mid. Distance,,,Jr.,,2011,"Philadelphia, Pa.",
13.0,Jason Dzuranin,Track and Field,Mid. Distance,,,So.,,2011,"Hamilton, N.J.",
14.0,William Egi,Track and Field,Sprints,,,Fr.,,2011,"Markham, Ont.",
15.0,Michael Franklin,Track and Field,Distance,,,Jr.,,2011,"Mendham, N.J.",
16.0,Matt Gonzalez,Track and Field,Mid. Distance,,,Jr.,,2011,"Princeton, N.J.",
17.0,Tommaso Greenbaum,Track and Field,Sprints,,,Fr.,,2011,"Rome, Italy",
18.0,Tom Hopkins,Track and Field,Sprints,,,So.,,2011,"Haverford, Pa.",
19.0,Derek Hynes,Track and Field,Pole Vault,,,Sr.,,2011,"Warrington, Pa.",
20.0,Omar Jarrett,Track and Field,Jumps,,,So.,,2011,"Miami, Fla.",
21.0,Ricky Kearney,Track and Field,Sprints,,,Sr.,,2011,"Danville, Calif.",
22.0,Abe Kielar,Track and Field,Mid. Distance,,,Fr.,,2011,"Sturgeon Bay, Wis.",
23.0,Tyler King,Track and Field,Distance,,,Sr.,,2011,"Lakeville, Minn.",
24.0,Brian Leung,Track and Field,Distance,,,Sr.,,2011,"West Windsor, N.J.",
25.0,Peter Maag,Track and Field,Distance,,,Sr.,,2011,"Lake Oswego, Ore.",
26.0,Connor Martin,Track and Field,Mid. Distance,,,Fr.,,2011,"Carmel, Ind.",
27.0,Nathan Mathabane,Track and Field,Mid. Distance,,,Jr.,,2011,"Portland, Ore.",
28.0,Mike Mazzaccaro,Track and Field,Mid. Distance,,,Fr.,,2011,"Red Bank, N.J.",
29.0,Garner McCloud,Track and Field,Jumps,,,Sr.,,2011,"Leechburg, Pa.",
30.0,Daniel McCord,Track and Field,Sprints,,,Fr.,,2011,"North Babylon, N.Y.",
31.0,Conor McCullough,Track and Field,Throws,,,So.,,2011,"Canoga Park, Calif.",
,,Track and Field,,,,,,2011,,
32.0,Matt McDonald,Track and Field,Distance,,,Fr.,,2011,"Annandale, N.J.",
33.0,Damon McLean,Track and Field,Jumps,,,So.,,2011,"St. Catherine's, Jamaica",
34.0,Rob Mohr,Track and Field,Hurdles,,,Fr.,,2011,"Batavia, Ill.",
35.0,Shane Molidor,Track and Field,Jumps,,,So.,,2011,"Downers Grove, Ill.",
36.0,Eddie Owens,Track and Field,Mid. Distance,,,Fr.,,2011,"Brooklyn, N.Y.",
37.0,Nana Owusu-Nyantekyi,Track and Field,Jumps,,,Fr.,,2011,"London, England",
38.0,Michael Palmisano,Track and Field,Mid. Distance,,,Jr.,,2011,"Dresher, Pa.",
39.0,Patrick Park,Track and Field,Throws,,,Sr.,,2011,"Beachwood, N.J.",
40.0,Bradley Paternostro,Track and Field,Mid. Distance,,,Fr.,,2011,"Wyckoff, N.J.",
41.0,Brad Pelisek,Track and Field,Jumps,,,So.,,2011,"Mequon, Wis.",
42.0,Sam Pons,Track and Field,Mid. Distance,,,Fr.,,2011,"South Pasadena, Calif.",
43.0,Jason Reagor,Track and Field,Sprints,,,Jr.,,2011,"Los Alamos, N.M.",
44.0,Garrett Rowe,Track and Field,Distance,,,So.,,2011,"Mountain View, Calif.",
45.0,Scott Rushton,Track and Field,Throws,,,Fr.,,2011,"Media, Pa.",
46.0,Evan Saitta,Track and Field,Pole Vault,,,So.,,2011,"Ponte Vedra Beach, Fla.",
47.0,Jordan Sawadogo,Track and Field,Sprints,,,Sr.,,2011,"Silver Spring, Md.",
48.0,Nilan Schnure,Track and Field,Sprints,,,Sr.,,2011,"Bethesda, Md.",
49.0,Tom Scott,Track and Field,Sprints,,,So.,,2011,"Lusby, Md.",
50.0,Richard Sheldon,Track and Field,Hurdles,,,Jr.,,2011,"Baton Rouge, La.",
51.0,Dave Slovenski,Track and Field,Pole Vault,,,Sr.,,2011,"Brunswick, Maine",
52.0,Kashif Smith,Track and Field,Sprints,,,Sr.,,2011,"Philadelphia, Pa.",
53.0,Stephen Soerens,Track and Field,Jumps,,,Fr.,,2011,"Fayetteville, Ark.",
54.0,Sebastian Steffen,Track and Field,Sprints,,,Jr.,,2011,"Greifswald, Germany",
55.0,Joe Stilin,Track and Field,Distance,,,Sr.,,2011,"Milwaukee, Wis.",
56.0,Tyler Udland,Track and Field,Distance,,,So.,,2011,"Millburn, N.J.",
,,Track and Field,,,,,,2011,,
57.0,Trevor Van Ackeren,Track and Field,Mid. Distance,,,Sr.,,2011,"Bethlehem, Pa.",
58.0,Jonathan Vitez,Track and Field,Distance,,,So.,,2011,"Haddonfield, N.J.",
59.0,James Webb,Track and Field,Distance,,,Jr.,,2011,"Houston, Texas",
60.0,Michael Williams,Track and Field,Distance,,,So.,,2011,"Bellevue, Wash.",
61.0,Sean Wilson,Track and Field,Mid. Distance,,,Sr.,,2011,"Franklin, Ind.",
0.0,Tumi Akinlawon,Track and Field,Sprints,,,So.,,2012,"Ikeja, Lagos",
1.0,Alejandro Arroyo Yamin,Track and Field,Distance,,,Jr.,,2012,"Leon, Mexico",
2.0,Chris Bendtsen,Track and Field,Distance,,,Jr.,,2012,"Wolcott, Conn.",
3.0,Sam Berger,Track and Field,Mid. Distance,,,Fr.,,2012,"Zionsville, Ind.",
4.0,Alec Bingaman,Track and Field,Javelin,,,Jr.,,2012,"Bedford, N.Y.",
5.0,Adam Bragg,Track and Field,Jumps,,,So.,,2012,"El Toro, Calif.",
6.0,Luke Brahm,Track and Field,Distance,,,Fr.,,2012,"Indianapolis, Ind.",
,,Track and Field,,,,,,2012,,
7.0,Peter Bransfield,Track and Field,Sprints,,,So.,,2012,"Hopkinton, Mass.",
8.0,Greg Caldwell,Track and Field,Hurdles,,,Fr.,,2012,"Princeton Junction, N.J.",
9.0,Peter Callahan,Track and Field,Mid. Distance,,,Sr.,,2012,"Evanston, Ill.",
10.0,David Coneway,Track and Field,Pole Vault,,,Jr.,,2012,"Los Angeles, Calif.",
11.0,Chris Crawford,Track and Field,Sprints,,,Fr.,,2012,"Durham, N.C.",
12.0,Russell Dinkins,Track and Field,Mid. Distance,,,Sr.,,2012,"Philadelphia, Pa.",
13.0,Jason Dzuranin,Track and Field,Mid. Distance,,,Jr.,,2012,"Hamilton, N.J.",
14.0,Michael Eggleton,Track and Field,Mid. Distance,,,So.,,2012,"Opotiki, New Zealand",
15.0,William Egi,Track and Field,Sprints,,,So.,,2012,"Markham, Ont.",
16.0,Jamie Fehrnstrom,Track and Field,Mid. Distance,,,Fr.,,2012,"Orinda, Calif.",
17.0,Michael Franklin,Track and Field,Distance,,,Sr.,,2012,"Mendham, N.J.",
18.0,Tommaso Greenbaum,Track and Field,Sprints,,,So.,,2012,"Rome, Italy",
19.0,John Hill,Track and Field,Sprints,,,Fr.,,2012,"Warren, Mich",
20.0,Austin Hollimon,Track and Field,Mid. Distance,,,Sr.,,2012,"Decatur, Ga.",
21.0,Tom Hopkins,Track and Field,Sprints,,,Jr.,,2012,"Haverford, Pa.",
22.0,Omar Jarrett,Track and Field,Jumps,,,Jr.,,2012,"Miami, Fla.",
23.0,Jabari Johnson,Track and Field,Sprints,,,Fr.,,2012,"Randolph, Mass.",
24.0,Brett Kelly,Track and Field,Distance,,,Fr.,,2012,"Gilbertsville, Pa.",
25.0,Abe Kielar,Track and Field,Mid. Distance,,,So.,,2012,"Sturgeon Bay, Wis.",
26.0,Connor Martin,Track and Field,Mid. Distance,,,So.,,2012,"Carmel, Ind.",
27.0,Nathan Mathabane,Track and Field,Mid. Distance,,,Sr.,,2012,"Portland, Ore.",
28.0,Mike Mazzaccaro,Track and Field,Mid. Distance,,,So.,,2012,"Red Bank, N.J.",
29.0,Daniel McCord,Track and Field,Sprints,,,So.,,2012,"North Babylon, N.Y.",
30.0,Matt McDonald,Track and Field,Distance,,,So.,,2012,"Annandale, N.J.",
31.0,Travis McHugh,Track and Field,Sprints,,,Fr.,,2012,"Woodside, Calif.",
,,Track and Field,,,,,,2012,,
32.0,Damon McLean,Track and Field,Jumps,,,Jr.,,2012,"St. Catherine's, Jamaica",
33.0,Rob Mohr,Track and Field,Hurdles,,,So.,,2012,"Batavia, Ill.",
34.0,Shane Molidor,Track and Field,Jumps,,,Jr.,,2012,"Downers Grove, Ill.",
35.0,Jordan Myers,Track and Field,Hurdles,,,Fr.,,2012,"Durham, N.C.",
36.0,Dré Nelson,Track and Field,Sprints,,,Fr.,,2012,"Stone Mountain, Ga.",
37.0,Bryan Oslin,Track and Field,Combo,,,Fr.,,2012,"Franklin, Tenn.",
38.0,Eddie Owens,Track and Field,Mid. Distance,,,So.,,2012,"Brooklyn, N.Y.",
39.0,Nana Owusu-Nyantekyi,Track and Field,Jumps,,,So.,,2012,"London, England",
40.0,Michael Palmisano,Track and Field,Mid. Distance,,,Sr.,,2012,"Dresher, Pa.",
41.0,Bradley Paternostro,Track and Field,Mid. Distance,,,So.,,2012,"Wyckoff, N.J.",
42.0,Brad Pelisek,Track and Field,Jumps,,,Jr.,,2012,"Mequon, Wis.",
43.0,Brian Poirier,Track and Field,Mid. Distance,,,Fr.,,2012,"Windsor, Conn.",
44.0,Sam Pons,Track and Field,Mid. Distance,,,So.,,2012,"South Pasadena, Calif.",
45.0,David Pugliese,Track and Field,Distance,,,Fr.,,2012,"Middletown, Conn.",
46.0,Garrett Rowe,Track and Field,Distance,,,Jr.,,2012,"Mountain View, Calif.",
47.0,Scott Rushton,Track and Field,Throws,,,So.,,2012,"Media, Pa.",
48.0,Evan Saitta,Track and Field,Pole Vault,,,Jr.,,2012,"Ponte Vedra Beach, Fla.",
49.0,Jake Scinto,Track and Field,Jumps,,,Fr.,,2012,"Cheshire, Conn.",
50.0,Tom Scott,Track and Field,Sprints,,,Jr.,,2012,"Lusby, Md.",
51.0,Isaac Serwanga,Track and Field,Jumps,,,Sr.,,2012,"Sacramento, Calif.",
52.0,Richard Sheldon,Track and Field,Hurdles,,,Sr.,,2012,"Baton Rouge, La.",
53.0,Stephen Soerens,Track and Field,Jumps,,,So.,,2012,"Fayetteville, Ark.",
54.0,Sebastian Steffen,Track and Field,Sprints,,,Sr.,,2012,"Greifswald, Germany",
55.0,Michael Sublette,Track and Field,Distance,,,Fr.,,2012,"Columbus, Ind.",
56.0,Tyler Udland,Track and Field,Distance,,,Jr.,,2012,"Millburn, N.J.",
,,Track and Field,,,,,,2012,,
57.0,Jonathan Vitez,Track and Field,Distance,,,Jr.,,2012,"Haddonfield, N.J.",
58.0,James Webb,Track and Field,Distance,,,Sr.,,2012,"Houston, Texas",
59.0,Michael Williams,Track and Field,Distance,,,Jr.,,2012,"Bellevue, Wash.",
0.0,Tumi Akinlawon,Track and Field,Sprints,,,Jr.,,2013,"Ikeja, Lagos",
1.0,Brent Albertson,Track and Field,Sprints,,,Fr.,,2013,"Flanagan, Ill.",
2.0,Alejandro Arroyo Yamin,Track and Field,Distance,,,Sr.,,2013,"Leon, Mexico",
3.0,Jared Bell,Track and Field,Throws,,,Fr.,,2013,"Portland, Maine",
4.0,Chris Bendtsen,Track and Field,Distance,,,Sr.,,2013,"Wolcott, Conn.",
5.0,Sam Berger,Track and Field,Mid. Distance,,,So.,,2013,"Zionsville, Ind.",
6.0,William Bertrand,Track and Field,Distance,,,Fr.,,2013,"Clarksburg, Md.",
,,Track and Field,,,,,,2013,,
7.0,Xavier Bledsoe,Track and Field,Jumps,,,Fr.,,2013,"St. Louis, Mo.",
8.0,Adam Bragg,Track and Field,Jumps,,,Jr.,,2013,"El Toro, Calif.",
9.0,Luke Brahm,Track and Field,Distance,,,So.,,2013,"Indianapolis, Ind.",
10.0,Greg Caldwell,Track and Field,Hurdles,,,So.,,2013,"Princeton Junction, N.J.",
11.0,David Coneway,Track and Field,Pole Vault,,,Sr.,,2013,"Los Angeles, Calif.",
12.0,Christopher Cook,Track and Field,Throws,,,Fr.,,2013,"Washington, D.C.",
13.0,Chris Crawford,Track and Field,Sprints,,,So.,,2013,"Durham, N.C.",
14.0,Francesco Di Caprio,Track and Field,Mid. Distance,,,Fr.,,2013,"St. Paul, Minn.",
15.0,Victor Du,Track and Field,Jumps,,,Fr.,,2013,"Palo Alto, Calif.",
16.0,Michael Eggleton,Track and Field,Mid. Distance,,,Jr.,,2013,"Opotiki, New Zealand",
17.0,Jamie Fehrnstrom,Track and Field,Mid. Distance,,,So.,,2013,"Orinda, Calif.",
18.0,Karl Frazier,Track and Field,Sprints,,,Fr.,,2013,"Elkhorn, Neb.",
19.0,George Galasso,Track and Field,Distance,,,Sr.,,2013,"Holmdel, N.J.",
20.0,Ben Gaylord,Track and Field,Jumps,,,Fr.,,2013,"Studio City, Calif.",
21.0,Tommaso Greenbaum,Track and Field,Sprints,,,Jr.,,2013,"Rome, Italy",
22.0,John Hill,Track and Field,Sprints,,,So.,,2013,"Warren, Mich",
23.0,Tom Hopkins,Track and Field,Sprints,,,Sr.,,2013,"Haverford, Pa.",
24.0,Omar Jarrett,Track and Field,Jumps,,,Sr.,,2013,"Miami, Fla.",
25.0,Jabari Johnson,Track and Field,Sprints,,,So.,,2013,"Randolph, Mass.",
26.0,Brett Kelly,Track and Field,Distance,,,So.,,2013,"Gilbertsville, Pa.",
27.0,Abe Kielar,Track and Field,Mid. Distance,,,Jr.,,2013,"Sturgeon Bay, Wis.",
28.0,Jack Leahey,Track and Field,Distance,,,Fr.,,2013,"Dunwoody, Ga.",
29.0,Greg Leeper,Track and Field,Hurdles,,,Fr.,,2013,"Rockaway, N.J.",
30.0,Connor Martin,Track and Field,Mid. Distance,,,Jr.,,2013,"Carmel, Ind.",
31.0,Mike Mazzaccaro,Track and Field,Mid. Distance,,,Jr.,,2013,"Red Bank, N.J.",
,,Track and Field,,,,,,2013,,
32.0,Daniel McCord,Track and Field,Sprints,,,Jr.,,2013,"North Babylon, N.Y.",
33.0,Matt McDonald,Track and Field,Distance,,,Jr.,,2013,"Annandale, N.J.",
34.0,Travis McHugh,Track and Field,Sprints,,,So.,,2013,"Woodside, Calif.",
35.0,Damon McLean,Track and Field,Jumps,,,Sr.,,2013,"St. Catherine's, Jamaica",
36.0,Ray Mennin,Track and Field,Jumps,,,Fr.,,2013,"Bethlehem, Conn.",
37.0,Rob Mohr,Track and Field,Hurdles,,,Jr.,,2013,"Batavia, Ill.",
38.0,Shane Molidor,Track and Field,Jumps,,,Sr.,,2013,"Downers Grove, Ill.",
39.0,Jordan Myers,Track and Field,Hurdles,,,So.,,2013,"Durham, N.C.",
40.0,Dré Nelson,Track and Field,Sprints,,,So.,,2013,"Stone Mountain, Ga.",
41.0,Bryan Oslin,Track and Field,Combo,,,So.,,2013,"Franklin, Tenn.",
42.0,Eddie Owens,Track and Field,Mid. Distance,,,Jr.,,2013,"Brooklyn, N.Y.",
43.0,Nana Owusu-Nyantekyi,Track and Field,Jumps,,,Jr.,,2013,"London, England",
44.0,Bradley Paternostro,Track and Field,Mid. Distance,,,Jr.,,2013,"Wyckoff, N.J.",
45.0,William Paulson,Track and Field,Distance,,,Fr.,,2013,"Tetbury, England",
46.0,Brad Pelisek,Track and Field,Jumps,,,Sr.,,2013,"Mequon, Wis.",
47.0,Sam Pons,Track and Field,Mid. Distance,,,Jr.,,2013,"South Pasadena, Calif.",
48.0,David Pugliese,Track and Field,Distance,,,So.,,2013,"Middletown, Conn.",
49.0,Patrick Rooney,Track and Field,Distance,,,Fr.,,2013,"Highland Mills, N.Y.",
50.0,Stephen Rossettie,Track and Field,Distance,,,Fr.,,2013,"Corning, N.Y.",
51.0,Garrett Rowe,Track and Field,Distance,,,Sr.,,2013,"Mountain View, Calif.",
